page_url,image_url,label,score,reason
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/assets/png/navbar/google-logo.png,normal,0.0000,tatr_image_too_small
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Not%C3%ADcias/2026/Maio/TI/Protocolo_TICa%C3%A7adores__1.jpg?file=VSDGtXiVtDGZ8HPWPv5dl9SMyS8lYsIe98IhLH9wjKONAldlZG3KoNKZ8iVdt8PC,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Homepage/Slideshow/imgLoader2_1.jpg?file=WUK0fVR-NVfHjM2hMpYlPUUFz8Kht9Zi1h-G-2d0b-cmJXKzh9sZ5HRSrHqUWvwu,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Edificio_da_Câmara/Edificio_site.jpg?file=gP9sRhMwsJFkDyy1D_CuN6Lw5-RnD2kz9gqVGQUEYIJfFOmIHl08EFREvYGEdW4g,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Not%C3%ADcias/2026/Maio/IMG20260511WA0008.jpg?file=KnpeVfjvYBIU2I96ql05h_v4I2Lt_haUZv9U0o01Crso-qw0qu05d54_LxM-jWfJ,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Homepage/Homepage_Municipio/Mapa_Municipio.jpg?file=tfzPME4ngnOEk2ZO76eNpUIEHMj9Hzfb1d0nD2F35wS8yBuoXUG8OgOsbd6Md0uQ,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Not%C3%ADcias/2026/Maio/simulacro/0.jpg?file=Vyt73sgD_dwNkncWPEodSNmRucC7KLTzEhfPm7mXReQVaCH3B9lnXF_GqyRcCdw3,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Not%C3%ADcias/2026/Maio/site.jpg?file=x_Q23ONEqBk8ER3bFOlNLfICvKiqMEE3VayBq48KQRzFb7vJDAceeowuhfWPiHT1,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Not%C3%ADcias/2026/Maio/POSTpraias_qualidade_de_ouro.png?file=GNWv2QpRIsRFi3w5YZ9UVV6KHSDJw9epT1cPi4NiayZM_BdyjTj9Fj6ZxDIw8XbC,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/pm.jpg?file=L1qAVyjbEa8hmf9KEHQt6nRRwGRrQetarHZkK7WA1JS471xpP0v0_xwRk0fP5H2Z,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Eventos/2026/Maio/1.jpg?file=SQ3fy4S-5dc5s9YITl8HswAHkx4JRettEu04NRb7Guy4vFEBKNSCG9l6sgnLV1xA,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Eventos/2026/Maio/BANNERROTEIROMAIASLOCAIS655pxX385pxSITECMVBNOTICIA.jpg?file=7jvQusmXz4MmXa6-Qns9tmkrF02C_blbguYNde4clZOHuqPu4f1Npfd_nhJupgu_,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Eventos/2026/Maio/O_Sul_como_Palco_SLIDE_POST_41.jpg?file=lxTQb-TxZDXBLQVLGpg0J2O4cFGaufOosDV3Z2mG-xDXVj6AMfTmbfaFfO3Ro5nf,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/ícones/Contactosfooter/morada.png?file=l6lQgOmNZIMTU4BbqHiICw,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/ícones/Contactosfooter/email.png?file=PRqfbRUS4or4A0X7tW6JIg,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/Eventos/2026/Maio/banner_CM_Vila_Bispo.jpg?file=Ga8JOpaGerbGng5RINSoRytOnrPtG2eBxqyWd90o3O3foicUQCoNtDzm7YMShg4R,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://www.cm-viladobispo.pt/uploads/ícones/Contactosfooter/telefone.png?file=bP3SL5DWiQLQYE6em-1BCQ,normal,0.0000,model_load_failed_oserror
https://www.cm-viladobispo.pt/municipio,https://cm-viladobispo.pt/assets/png/default.png,normal,0.6588,tatr_structure_verified_low_detector_score_table_guarded_threshold
