page_url,image_url,label,score,reason
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/694588532_2170697567702592_749248058283796522_n.jpg?6a034e75#joomlaImage://local-images/694588532_2170697567702592_749248058283796522_n.jpg?width=1440&height=1440,normal,0.0701,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/4%202.jpg#joomlaImage://local-images/4%202.jpg?width=1260&height=945,normal,0.1029,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/Campanha-de-solidariedade-animal-foi-um-sucesso.jpg#joomlaImage://local-images/hugolopes/Campanha-de-solidariedade-animal-foi-um-sucesso.jpg?width=1383&height=1056,normal,0.0992,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/Covo.png#joomlaImage://local-images/hugolopes/Covo.png?width=417&height=330,normal,0.2355,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/650842714_2111071976998485_2873526076184654987_n.jpg#joomlaImage://local-images/hugolopes/650842714_2111071976998485_2873526076184654987_n.jpg?width=1440&height=1440,normal,0.0834,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2014/capari2.PNG,normal,0.3124,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2025/capaprojetoeducativo202428mini1.png,normal,0.9694,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/IMG_20260212_104000.jpg#joomlaImage://local-images/hugolopes/IMG_20260212_104000.jpg?width=1409&height=930,normal,0.1303,tatr_structure_verified_low_detector_score_table_guarded_threshold
https://www.aeffl.pt/home/index.php,http://www.esffl.pt/home/components/com_docman/themes/default/images/icons/16x16/pdf.png,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2016/ofarol8.PNG,normal,0.0336,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2023/erasmusfb.png,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/eTwinning.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2024/oFarol.png,normal,0.5136,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2022/SeloEscolaSaudavel1.jpg,normal,0.3549,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2021/EscolaAzul-MM-simples.png,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2022/escolaunesco.PNG,normal,0.3341,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,http://www.esffl.pt/home/images/stories/webmaster/2013/llp_logo_pt.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/Logoprobleu.png,normal,0.8025,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2015/enpar_letras.png,normal,0.2531,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,http://storage.eun.org/esafety-label-medal/Bronze_2024_6_pt_3b04c.png,normal,0.0000,fetch_http_404
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2015/iasc.png,normal,0.1803,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/Sem_título.png,normal,0.3660,tatr_structure_verified_low_detector_score_table_guarded_threshold
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/algarve2030.png,normal,0.8172,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2015/F1_in_Schools_logo.png,normal,0.4871,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/TEIP4_logo_cor-768x637.png,normal,0.3690,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2024/PISA_2025_-_Emblema.png,normal,0.3587,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/Portugal_2030.png,normal,0.5645,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2015/logopnc-mini2.png,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2015/cansatpt.png,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/escolas/esffl-mini.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/escolas/eb1jimoncarapacho-mini.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/escolas/aje-mini.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/escolas/eb1dafuseta-mini.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/escolas/jl-mini.jpg,normal,0.0000,tatr_image_too_small
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/weiwerbe_24m.png,normal,0.3002,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/unnamed%202.jpg#joomlaImage://local-images/unnamed%202.jpg?width=2979&height=2234,normal,0.3076,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/1000086257.jpg?6a034bc9#joomlaImage://local-images/1000086257.jpg?width=1203&height=1062,normal,0.0692,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/webmaster/2024/logoCEE2.jpg,normal,0.5364,tatr_detected_table_no_box_no_validation
https://www.aeffl.pt/home/index.php,https://www.aeffl.pt/home/images/hugolopes/PNA_logo_cor.png,normal,0.2930,tatr_detected_table_no_box_no_validation
